"","상품군별","운영형태별","년월","매출액","년도","월"
"482","가구","Online몰","2017_7","143727","2017","7"
"483","가구","On/Offline몰","2017_7","67930","2017","7"
"484","애완용품","계","2017_7","58500","2017","7"
"485","애완용품","Online몰","2017_7","54842","2017","7"
"486","애완용품","On/Offline몰","2017_7","3658","2017","7"
"487","여행 및 교통서비스","계","2017_7","1379402","2017","7"
"488","여행 및 교통서비스","Online몰","2017_7","703785","2017","7"
"489","여행 및 교통서비스","On/Offline몰","2017_7","675617","2017","7"
"490","문화 및 레저서비스","계","2017_7","151647","2017","7"
"491","문화 및 레저서비스","Online몰","2017_7","83354","2017","7"
"492","문화 및 레저서비스","On/Offline몰","2017_7","68293","2017","7"
"493","e쿠폰서비스","계","2017_7","91627","2017","7"
"494","e쿠폰서비스","Online몰","2017_7","90035","2017","7"
"495","e쿠폰서비스","On/Offline몰","2017_7","1592","2017","7"
"496","음식서비스","계","2017_7","224624","2017","7"
"497","음식서비스","Online몰","2017_7","198934","2017","7"
"498","음식서비스","On/Offline몰","2017_7","25691","2017","7"
"499","기타서비스","계","2017_7","52019","2017","7"
"500","기타서비스","Online몰","2017_7","35997","2017","7"
"501","기타서비스","On/Offline몰","2017_7","16021","2017","7"
"502","기타","계","2017_7","169045","2017","7"
"503","기타","Online몰","2017_7","149504","2017","7"
"504","기타","On/Offline몰","2017_7","19541","2017","7"
"505","합계","계","2017_8","7859658","2017","8"
"506","합계","Online몰","2017_8","5207878","2017","8"
"507","합계","On/Offline몰","2017_8","2651780","2017","8"
"508","컴퓨터 및 주변기기","계","2017_8","416393","2017","8"
"509","컴퓨터 및 주변기기","Online몰","2017_8","341688","2017","8"
"510","컴퓨터 및 주변기기","On/Offline몰","2017_8","74705","2017","8"
"511","가전·전자·통신기기","계","2017_8","758482","2017","8"
"512","가전·전자·통신기기","Online몰","2017_8","587165","2017","8"
"513","가전·전자·통신기기","On/Offline몰","2017_8","171317","2017","8"
"514","서적","계","2017_8","149989","2017","8"
"515","서적","Online몰","2017_8","49030","2017","8"
"516","서적","On/Offline몰","2017_8","100959","2017","8"
"517","사무·문구","계","2017_8","57751","2017","8"
"518","사무·문구","Online몰","2017_8","43708","2017","8"
"519","사무·문구","On/Offline몰","2017_8","14043","2017","8"
"520","의복","계","2017_8","758225","2017","8"
"521","의복","Online몰","2017_8","564593","2017","8"
"522","의복","On/Offline몰","2017_8","193632","2017","8"
"523","신발","계","2017_8","118311","2017","8"
"524","신발","Online몰","2017_8","82240","2017","8"
"525","신발","On/Offline몰","2017_8","36071","2017","8"
"526","가방","계","2017_8","163461","2017","8"
"527","가방","Online몰","2017_8","111230","2017","8"
"528","가방","On/Offline몰","2017_8","52231","2017","8"
"529","패션용품 및 액세서리","계","2017_8","178204","2017","8"
"530","패션용품 및 액세서리","Online몰","2017_8","99690","2017","8"
"531","패션용품 및 액세서리","On/Offline몰","2017_8","78514","2017","8"
"532","스포츠·레저용품","계","2017_8","266351","2017","8"
"533","스포츠·레저용품","Online몰","2017_8","221339","2017","8"
"534","스포츠·레저용품","On/Offline몰","2017_8","45012","2017","8"
"535","화장품","계","2017_8","652563","2017","8"
"536","화장품","Online몰","2017_8","238550","2017","8"
"537","화장품","On/Offline몰","2017_8","414013","2017","8"
"538","아동·유아용품","계","2017_8","263530","2017","8"
"539","아동·유아용품","Online몰","2017_8","227080","2017","8"
"540","아동·유아용품","On/Offline몰","2017_8","36450","2017","8"
"541","음·식료품","계","2017_8","692641","2017","8"
"542","음·식료품","Online몰","2017_8","432294","2017","8"
"543","음·식료품","On/Offline몰","2017_8","260347","2017","8"
"544","농축수산물","계","2017_8","194090","2017","8"
"545","농축수산물","Online몰","2017_8","110918","2017","8"
"546","농축수산물","On/Offline몰","2017_8","83171","2017","8"
"547","생활용품","계","2017_8","631622","2017","8"
"548","생활용품","Online몰","2017_8","481991","2017","8"
"549","생활용품","On/Offline몰","2017_8","149630","2017","8"
"550","자동차 및 자동차용품","계","2017_8","92700","2017","8"
"551","자동차 및 자동차용품","Online몰","2017_8","80159","2017","8"
"552","자동차 및 자동차용품","On/Offline몰","2017_8","12541","2017","8"
"553","가구","계","2017_8","226983","2017","8"
"554","가구","Online몰","2017_8","153948","2017","8"
"555","가구","On/Offline몰","2017_8","73035","2017","8"
"556","애완용품","계","2017_8","60590","2017","8"
"557","애완용품","Online몰","2017_8","57017","2017","8"
"558","애완용품","On/Offline몰","2017_8","3573","2017","8"
"559","여행 및 교통서비스","계","2017_8","1406339","2017","8"
"560","여행 및 교통서비스","Online몰","2017_8","716128","2017","8"
"561","여행 및 교통서비스","On/Offline몰","2017_8","690211","2017","8"
"562","문화 및 레저서비스","계","2017_8","184883","2017","8"
"563","문화 및 레저서비스","Online몰","2017_8","90651","2017","8"
"564","문화 및 레저서비스","On/Offline몰","2017_8","94232","2017","8"
"565","e쿠폰서비스","계","2017_8","100868","2017","8"
"566","e쿠폰서비스","Online몰","2017_8","98966","2017","8"
"567","e쿠폰서비스","On/Offline몰","2017_8","1902","2017","8"
"568","음식서비스","계","2017_8","253760","2017","8"
"569","음식서비스","Online몰","2017_8","227686","2017","8"
"570","음식서비스","On/Offline몰","2017_8","26074","2017","8"
"571","기타서비스","계","2017_8","52619","2017","8"
"572","기타서비스","Online몰","2017_8","30899","2017","8"
"573","기타서비스","On/Offline몰","2017_8","21720","2017","8"
"574","기타","계","2017_8","179305","2017","8"
"575","기타","Online몰","2017_8","160908","2017","8"
"576","기타","On/Offline몰","2017_8","18397","2017","8"
"577","합계","계","2017_9","8151143","2017","9"
"578","합계","Online몰","2017_9","5389721","2017","9"
"579","합계","On/Offline몰","2017_9","2761422","2017","9"
"580","컴퓨터 및 주변기기","계","2017_9","399512","2017","9"
"581","컴퓨터 및 주변기기","Online몰","2017_9","325546","2017","9"
"582","컴퓨터 및 주변기기","On/Offline몰","2017_9","73966","2017","9"
"583","가전·전자·통신기기","계","2017_9","706658","2017","9"
"584","가전·전자·통신기기","Online몰","2017_9","539802","2017","9"
"585","가전·전자·통신기기","On/Offline몰","2017_9","166856","2017","9"
"586","서적","계","2017_9","136666","2017","9"
"587","서적","Online몰","2017_9","42037","2017","9"
"588","서적","On/Offline몰","2017_9","94628","2017","9"
"589","사무·문구","계","2017_9","60475","2017","9"
"590","사무·문구","Online몰","2017_9","45933","2017","9"
"591","사무·문구","On/Offline몰","2017_9","14542","2017","9"
"592","의복","계","2017_9","959679","2017","9"
"593","의복","Online몰","2017_9","720959","2017","9"
"594","의복","On/Offline몰","2017_9","238720","2017","9"
"595","신발","계","2017_9","140246","2017","9"
"596","신발","Online몰","2017_9","96849","2017","9"
"597","신발","On/Offline몰","2017_9","43397","2017","9"
"598","가방","계","2017_9","165215","2017","9"
"599","가방","Online몰","2017_9","113112","2017","9"
"600","가방","On/Offline몰","2017_9","52103","2017","9"
"601","패션용품 및 액세서리","계","2017_9","170345","2017","9"
"602","패션용품 및 액세서리","Online몰","2017_9","94303","2017","9"
"603","패션용품 및 액세서리","On/Offline몰","2017_9","76042","2017","9"
"604","스포츠·레저용품","계","2017_9","265466","2017","9"
"605","스포츠·레저용품","Online몰","2017_9","216619","2017","9"
"606","스포츠·레저용품","On/Offline몰","2017_9","48847","2017","9"
"607","화장품","계","2017_9","717116","2017","9"
"608","화장품","Online몰","2017_9","251137","2017","9"
"609","화장품","On/Offline몰","2017_9","465978","2017","9"
"610","아동·유아용품","계","2017_9","272277","2017","9"
"611","아동·유아용품","Online몰","2017_9","234263","2017","9"
"612","아동·유아용품","On/Offline몰","2017_9","38013","2017","9"
"613","음·식료품","계","2017_9","827851","2017","9"
"614","음·식료품","Online몰","2017_9","528747","2017","9"
"615","음·식료품","On/Offline몰","2017_9","299105","2017","9"
"616","농축수산물","계","2017_9","288964","2017","9"
"617","농축수산물","Online몰","2017_9","168532","2017","9"
"618","농축수산물","On/Offline몰","2017_9","120431","2017","9"
"619","생활용품","계","2017_9","653743","2017","9"
"620","생활용품","Online몰","2017_9","493976","2017","9"
"621","생활용품","On/Offline몰","2017_9","159767","2017","9"
"622","자동차 및 자동차용품","계","2017_9","86998","2017","9"
"623","자동차 및 자동차용품","Online몰","2017_9","78165","2017","9"
"624","자동차 및 자동차용품","On/Offline몰","2017_9","8832","2017","9"
"625","가구","계","2017_9","227801","2017","9"
"626","가구","Online몰","2017_9","151189","2017","9"
"627","가구","On/Offline몰","2017_9","76612","2017","9"
"628","애완용품","계","2017_9","66077","2017","9"
"629","애완용품","Online몰","2017_9","62112","2017","9"
"630","애완용품","On/Offline몰","2017_9","3965","2017","9"
"631","여행 및 교통서비스","계","2017_9","1222948","2017","9"
"632","여행 및 교통서비스","Online몰","2017_9","555825","2017","9"
"633","여행 및 교통서비스","On/Offline몰","2017_9","667123","2017","9"
"634","문화 및 레저서비스","계","2017_9","127031","2017","9"
"635","문화 및 레저서비스","Online몰","2017_9","85559","2017","9"
"636","문화 및 레저서비스","On/Offline몰","2017_9","41472","2017","9"
"637","e쿠폰서비스","계","2017_9","100399","2017","9"
"638","e쿠폰서비스","Online몰","2017_9","98455","2017","9"
"639","e쿠폰서비스","On/Offline몰","2017_9","1944","2017","9"
"640","음식서비스","계","2017_9","239118","2017","9"
"641","음식서비스","Online몰","2017_9","215255","2017","9"
"642","음식서비스","On/Offline몰","2017_9","23863","2017","9"
"643","기타서비스","계","2017_9","124287","2017","9"
"644","기타서비스","Online몰","2017_9","100286","2017","9"
"645","기타서비스","On/Offline몰","2017_9","24001","2017","9"
"646","기타","계","2017_9","192273","2017","9"
"647","기타","Online몰","2017_9","171058","2017","9"
"648","기타","On/Offline몰","2017_9","21215","2017","9"
"649","합계","계","2017_10","7661802","2017","10"
"650","합계","Online몰","2017_10","5026725","2017","10"
"651","합계","On/Offline몰","2017_10","2635078","2017","10"
"652","컴퓨터 및 주변기기","계","2017_10","353524","2017","10"
"653","컴퓨터 및 주변기기","Online몰","2017_10","287138","2017","10"
"654","컴퓨터 및 주변기기","On/Offline몰","2017_10","66386","2017","10"
"655","가전·전자·통신기기","계","2017_10","728407","2017","10"
"656","가전·전자·통신기기","Online몰","2017_10","550044","2017","10"
"657","가전·전자·통신기기","On/Offline몰","2017_10","178363","2017","10"
"658","서적","계","2017_10","113732","2017","10"
"659","서적","Online몰","2017_10","35100","2017","10"
"660","서적","On/Offline몰","2017_10","78632","2017","10"
"661","사무·문구","계","2017_10","56321","2017","10"
"662","사무·문구","Online몰","2017_10","41701","2017","10"
"663","사무·문구","On/Offline몰","2017_10","14620","2017","10"
"664","의복","계","2017_10","1034705","2017","10"
"665","의복","Online몰","2017_10","756720","2017","10"
"666","의복","On/Offline몰","2017_10","277985","2017","10"
"667","신발","계","2017_10","140365","2017","10"
"668","신발","Online몰","2017_10","92300","2017","10"
"669","신발","On/Offline몰","2017_10","48065","2017","10"
"670","가방","계","2017_10","157007","2017","10"
"671","가방","Online몰","2017_10","104614","2017","10"
"672","가방","On/Offline몰","2017_10","52393","2017","10"
"673","패션용품 및 액세서리","계","2017_10","161449","2017","10"
"674","패션용품 및 액세서리","Online몰","2017_10","89854","2017","10"
"675","패션용품 및 액세서리","On/Offline몰","2017_10","71595","2017","10"
"676","스포츠·레저용품","계","2017_10","274798","2017","10"
"677","스포츠·레저용품","Online몰","2017_10","212557","2017","10"
"678","스포츠·레저용품","On/Offline몰","2017_10","62241","2017","10"
"679","화장품","계","2017_10","677876","2017","10"
"680","화장품","Online몰","2017_10","240801","2017","10"
"681","화장품","On/Offline몰","2017_10","437076","2017","10"
"682","아동·유아용품","계","2017_10","260541","2017","10"
"683","아동·유아용품","Online몰","2017_10","218708","2017","10"
"684","아동·유아용품","On/Offline몰","2017_10","41833","2017","10"
"685","음·식료품","계","2017_10","608615","2017","10"
"686","음·식료품","Online몰","2017_10","391889","2017","10"
"687","음·식료품","On/Offline몰","2017_10","216726","2017","10"
"688","농축수산물","계","2017_10","174780","2017","10"
