"","상품군별","범위별","년월","매출액","년도","월"
"496","음식서비스","계","2020_6","1252411","2020","6"
"497","음식서비스","종합몰","2020_6","43250","2020","6"
"498","음식서비스","전문몰","2020_6","1209161","2020","6"
"499","기타서비스","계","2020_6","94212","2020","6"
"500","기타서비스","종합몰","2020_6","66095","2020","6"
"501","기타서비스","전문몰","2020_6","28117","2020","6"
"502","기타","계","2020_6","365383","2020","6"
"503","기타","종합몰","2020_6","313961","2020","6"
"504","기타","전문몰","2020_6","51422","2020","6"
"505","합계","계","2020_5","12742648","2020","5"
"506","합계","종합몰","2020_5","8787440","2020","5"
"507","합계","전문몰","2020_5","3955208","2020","5"
"508","컴퓨터 및 주변기기","계","2020_5","590327","2020","5"
"509","컴퓨터 및 주변기기","종합몰","2020_5","373997","2020","5"
"510","컴퓨터 및 주변기기","전문몰","2020_5","216330","2020","5"
"511","가전·전자·통신기기","계","2020_5","1597151","2020","5"
"512","가전·전자·통신기기","종합몰","2020_5","1380963","2020","5"
"513","가전·전자·통신기기","전문몰","2020_5","216188","2020","5"
"514","서적","계","2020_5","170715","2020","5"
"515","서적","종합몰","2020_5","58497","2020","5"
"516","서적","전문몰","2020_5","112218","2020","5"
"517","사무·문구","계","2020_5","85990","2020","5"
"518","사무·문구","종합몰","2020_5","62687","2020","5"
"519","사무·문구","전문몰","2020_5","23303","2020","5"
"520","의복","계","2020_5","1367346","2020","5"
"521","의복","종합몰","2020_5","702650","2020","5"
"522","의복","전문몰","2020_5","664696","2020","5"
"523","신발","계","2020_5","246172","2020","5"
"524","신발","종합몰","2020_5","154634","2020","5"
"525","신발","전문몰","2020_5","91538","2020","5"
"526","가방","계","2020_5","219456","2020","5"
"527","가방","종합몰","2020_5","190492","2020","5"
"528","가방","전문몰","2020_5","28964","2020","5"
"529","패션용품 및 액세서리","계","2020_5","193233","2020","5"
"530","패션용품 및 액세서리","종합몰","2020_5","143086","2020","5"
"531","패션용품 및 액세서리","전문몰","2020_5","50147","2020","5"
"532","스포츠·레저용품","계","2020_5","489149","2020","5"
"533","스포츠·레저용품","종합몰","2020_5","412163","2020","5"
"534","스포츠·레저용품","전문몰","2020_5","76986","2020","5"
"535","화장품","계","2020_5","934081","2020","5"
"536","화장품","종합몰","2020_5","837893","2020","5"
"537","화장품","전문몰","2020_5","96188","2020","5"
"538","아동·유아용품","계","2020_5","412804","2020","5"
"539","아동·유아용품","종합몰","2020_5","372359","2020","5"
"540","아동·유아용품","전문몰","2020_5","40445","2020","5"
"541","음·식료품","계","2020_5","1477572","2020","5"
"542","음·식료품","종합몰","2020_5","1254231","2020","5"
"543","음·식료품","전문몰","2020_5","223341","2020","5"
"544","농축수산물","계","2020_5","416900","2020","5"
"545","농축수산물","종합몰","2020_5","350358","2020","5"
"546","농축수산물","전문몰","2020_5","66542","2020","5"
"547","생활용품","계","2020_5","1160123","2020","5"
"548","생활용품","종합몰","2020_5","1026821","2020","5"
"549","생활용품","전문몰","2020_5","133302","2020","5"
"550","자동차 및 자동차용품","계","2020_5","142250","2020","5"
"551","자동차 및 자동차용품","종합몰","2020_5","133714","2020","5"
"552","자동차 및 자동차용품","전문몰","2020_5","8536","2020","5"
"553","가구","계","2020_5","403437","2020","5"
"554","가구","종합몰","2020_5","356824","2020","5"
"555","가구","전문몰","2020_5","46613","2020","5"
"556","애완용품","계","2020_5","90436","2020","5"
"557","애완용품","종합몰","2020_5","79531","2020","5"
"558","애완용품","전문몰","2020_5","10905","2020","5"
"559","여행 및 교통서비스","계","2020_5","557450","2020","5"
"560","여행 및 교통서비스","종합몰","2020_5","82463","2020","5"
"561","여행 및 교통서비스","전문몰","2020_5","474987","2020","5"
"562","문화 및 레저서비스","계","2020_5","48720","2020","5"
"563","문화 및 레저서비스","종합몰","2020_5","39790","2020","5"
"564","문화 및 레저서비스","전문몰","2020_5","8930","2020","5"
"565","e쿠폰서비스","계","2020_5","339657","2020","5"
"566","e쿠폰서비스","종합몰","2020_5","330282","2020","5"
"567","e쿠폰서비스","전문몰","2020_5","9375","2020","5"
"568","음식서비스","계","2020_5","1320396","2020","5"
"569","음식서비스","종합몰","2020_5","38686","2020","5"
"570","음식서비스","전문몰","2020_5","1281710","2020","5"
"571","기타서비스","계","2020_5","89886","2020","5"
"572","기타서비스","종합몰","2020_5","64995","2020","5"
"573","기타서비스","전문몰","2020_5","24891","2020","5"
"574","기타","계","2020_5","389398","2020","5"
"575","기타","종합몰","2020_5","340324","2020","5"
"576","기타","전문몰","2020_5","49074","2020","5"
"577","합계","계","2020_4","12065537","2020","4"
"578","합계","종합몰","2020_4","8355865","2020","4"
"579","합계","전문몰","2020_4","3709672","2020","4"
"580","컴퓨터 및 주변기기","계","2020_4","645276","2020","4"
"581","컴퓨터 및 주변기기","종합몰","2020_4","442051","2020","4"
"582","컴퓨터 및 주변기기","전문몰","2020_4","203225","2020","4"
"583","가전·전자·통신기기","계","2020_4","1382427","2020","4"
"584","가전·전자·통신기기","종합몰","2020_4","1160298","2020","4"
"585","가전·전자·통신기기","전문몰","2020_4","222129","2020","4"
"586","서적","계","2020_4","206282","2020","4"
"587","서적","종합몰","2020_4","77208","2020","4"
"588","서적","전문몰","2020_4","129074","2020","4"
"589","사무·문구","계","2020_4","85429","2020","4"
"590","사무·문구","종합몰","2020_4","62836","2020","4"
"591","사무·문구","전문몰","2020_4","22593","2020","4"
"592","의복","계","2020_4","1182708","2020","4"
"593","의복","종합몰","2020_4","619968","2020","4"
"594","의복","전문몰","2020_4","562740","2020","4"
"595","신발","계","2020_4","193448","2020","4"
"596","신발","종합몰","2020_4","122756","2020","4"
"597","신발","전문몰","2020_4","70692","2020","4"
"598","가방","계","2020_4","193228","2020","4"
"599","가방","종합몰","2020_4","165588","2020","4"
"600","가방","전문몰","2020_4","27640","2020","4"
"601","패션용품 및 액세서리","계","2020_4","168913","2020","4"
"602","패션용품 및 액세서리","종합몰","2020_4","123260","2020","4"
"603","패션용품 및 액세서리","전문몰","2020_4","45653","2020","4"
"604","스포츠·레저용품","계","2020_4","432019","2020","4"
"605","스포츠·레저용품","종합몰","2020_4","363965","2020","4"
"606","스포츠·레저용품","전문몰","2020_4","68054","2020","4"
"607","화장품","계","2020_4","961302","2020","4"
"608","화장품","종합몰","2020_4","855702","2020","4"
"609","화장품","전문몰","2020_4","105600","2020","4"
"610","아동·유아용품","계","2020_4","409942","2020","4"
"611","아동·유아용품","종합몰","2020_4","365015","2020","4"
"612","아동·유아용품","전문몰","2020_4","44927","2020","4"
"613","음·식료품","계","2020_4","1520093","2020","4"
"614","음·식료품","종합몰","2020_4","1288240","2020","4"
"615","음·식료품","전문몰","2020_4","231853","2020","4"
"616","농축수산물","계","2020_4","468172","2020","4"
"617","농축수산물","종합몰","2020_4","393883","2020","4"
"618","농축수산물","전문몰","2020_4","74289","2020","4"
"619","생활용품","계","2020_4","1091464","2020","4"
"620","생활용품","종합몰","2020_4","960101","2020","4"
"621","생활용품","전문몰","2020_4","131363","2020","4"
"622","자동차 및 자동차용품","계","2020_4","132380","2020","4"
"623","자동차 및 자동차용품","종합몰","2020_4","121989","2020","4"
"624","자동차 및 자동차용품","전문몰","2020_4","10391","2020","4"
"625","가구","계","2020_4","405815","2020","4"
"626","가구","종합몰","2020_4","358660","2020","4"
"627","가구","전문몰","2020_4","47155","2020","4"
"628","애완용품","계","2020_4","90325","2020","4"
"629","애완용품","종합몰","2020_4","78310","2020","4"
"630","애완용품","전문몰","2020_4","12015","2020","4"
"631","여행 및 교통서비스","계","2020_4","440571","2020","4"
"632","여행 및 교통서비스","종합몰","2020_4","58490","2020","4"
"633","여행 및 교통서비스","전문몰","2020_4","382081","2020","4"
"634","문화 및 레저서비스","계","2020_4","25643","2020","4"
"635","문화 및 레저서비스","종합몰","2020_4","19782","2020","4"
"636","문화 및 레저서비스","전문몰","2020_4","5861","2020","4"
"637","e쿠폰서비스","계","2020_4","334079","2020","4"
"638","e쿠폰서비스","종합몰","2020_4","322812","2020","4"
"639","e쿠폰서비스","전문몰","2020_4","11267","2020","4"
"640","음식서비스","계","2020_4","1263018","2020","4"
"641","음식서비스","종합몰","2020_4","35593","2020","4"
"642","음식서비스","전문몰","2020_4","1227425","2020","4"
"643","기타서비스","계","2020_4","114533","2020","4"
"644","기타서비스","종합몰","2020_4","94240","2020","4"
"645","기타서비스","전문몰","2020_4","20293","2020","4"
"646","기타","계","2020_4","318471","2020","4"
"647","기타","종합몰","2020_4","265118","2020","4"
"648","기타","전문몰","2020_4","53353","2020","4"
"649","합계","계","2020_3","12624728","2020","3"
"650","합계","종합몰","2020_3","8794625","2020","3"
"651","합계","전문몰","2020_3","3830103","2020","3"
"652","컴퓨터 및 주변기기","계","2020_3","687759","2020","3"
"653","컴퓨터 및 주변기기","종합몰","2020_3","468165","2020","3"
"654","컴퓨터 및 주변기기","전문몰","2020_3","219594","2020","3"
"655","가전·전자·통신기기","계","2020_3","1480356","2020","3"
"656","가전·전자·통신기기","종합몰","2020_3","1203323","2020","3"
"657","가전·전자·통신기기","전문몰","2020_3","277033","2020","3"
"658","서적","계","2020_3","255531","2020","3"
"659","서적","종합몰","2020_3","83321","2020","3"
"660","서적","전문몰","2020_3","172210","2020","3"
"661","사무·문구","계","2020_3","92892","2020","3"
"662","사무·문구","종합몰","2020_3","68349","2020","3"
"663","사무·문구","전문몰","2020_3","24543","2020","3"
"664","의복","계","2020_3","1190084","2020","3"
"665","의복","종합몰","2020_3","620655","2020","3"
"666","의복","전문몰","2020_3","569429","2020","3"
"667","신발","계","2020_3","190802","2020","3"
"668","신발","종합몰","2020_3","122500","2020","3"
"669","신발","전문몰","2020_3","68302","2020","3"
"670","가방","계","2020_3","213769","2020","3"
"671","가방","종합몰","2020_3","184556","2020","3"
"672","가방","전문몰","2020_3","29213","2020","3"
"673","패션용품 및 액세서리","계","2020_3","183647","2020","3"
"674","패션용품 및 액세서리","종합몰","2020_3","136946","2020","3"
"675","패션용품 및 액세서리","전문몰","2020_3","46701","2020","3"
"676","스포츠·레저용품","계","2020_3","365265","2020","3"
"677","스포츠·레저용품","종합몰","2020_3","303659","2020","3"
"678","스포츠·레저용품","전문몰","2020_3","61606","2020","3"
"679","화장품","계","2020_3","981864","2020","3"
"680","화장품","종합몰","2020_3","864735","2020","3"
"681","화장품","전문몰","2020_3","117129","2020","3"
"682","아동·유아용품","계","2020_3","415830","2020","3"
"683","아동·유아용품","종합몰","2020_3","378067","2020","3"
"684","아동·유아용품","전문몰","2020_3","37763","2020","3"
"685","음·식료품","계","2020_3","1631491","2020","3"
"686","음·식료품","종합몰","2020_3","1396001","2020","3"
"687","음·식료품","전문몰","2020_3","235490","2020","3"
"688","농축수산물","계","2020_3","517150","2020","3"
"689","농축수산물","종합몰","2020_3","444829","2020","3"
"690","농축수산물","전문몰","2020_3","72321","2020","3"
"691","생활용품","계","2020_3","1245446","2020","3"
"692","생활용품","종합몰","2020_3","1115063","2020","3"
"693","생활용품","전문몰","2020_3","130383","2020","3"
"694","자동차 및 자동차용품","계","2020_3","210549","2020","3"
